City,Month,AQI,Range,Quality level,PM2.5,PM10,CO,SO2,NO2,O3,Unnamed: 11
Changsha,2019-02-01,73.0,21~207,good,53.0,51.0,0.975,5.0,23.0,46.0,
Changsha,2019-03-01,68.0,33~107,good,48.0,64.0,0.9,7.0,42.0,76.0,
Changsha,2019-04-01,63.0,27~95,good,38.0,50.0,0.843,7.0,32.0,93.0,
Changsha,2019-05-01,74.0,38~125,good,36.0,63.0,0.742,7.0,32.0,113.0,
Changsha,2019-06-01,65.0,30~122,good,23.0,37.0,0.737,6.0,23.0,113.0,
Changsha,2019-07-01,65.0,36~130,good,21.0,36.0,0.697,6.0,18.0,116.0,
Changsha,2019-08-01,89.0,39~132,good,28.0,50.0,0.752,7.0,22.0,145.0,
Changsha,2019-09-01,108.0,50~167,light pollution,39.0,66.0,0.833,9.0,31.0,166.0,
Changsha,2019-10-01,76.0,25~157,good,44.0,62.0,0.861,8.0,38.0,100.0,
Changsha,2019-11-01,86.0,25~195,good,60.0,76.0,0.857,9.0,44.0,87.0,
Changsha,2019-12-01,104.0,45~246,light pollution,78.0,75.0,1.119,9.0,51.0,50.0,
Changsha,2020-01-01,77.0,30~160,good,56.0,46.0,1.077,5.0,28.0,49.0,
Changsha,2020-02-01,60.0,22~140,good,41.0,37.0,0.859,5.0,17.0,70.0,
Changsha,2020-03-01,60.0,26~119,good,41.0,45.0,0.861,6.0,26.0,75.0,
Changsha,2020-04-01,83.0,42~126,good,46.0,60.0,0.793,8.0,37.0,126.0,
Changsha,2020-05-01,76.0,38~139,good,35.0,53.0,0.765,7.0,28.0,121.0,
Changsha,2020-06-01,47.0,29~92,excellent,19.0,29.0,0.7,6.0,19.0,87.0,
Changsha,2020-07-01,57.0,29~110,good,22.0,35.0,0.671,6.0,19.0,102.0,
Changsha,2020-08-01,67.0,32~130,good,19.0,33.0,0.603,6.0,18.0,117.0,
Changsha,2020-09-01,56.0,29~98,good,27.0,35.0,0.7,6.0,24.0,96.0,
Changsha,2020-10-01,73.0,24~158,good,48.0,56.0,0.768,7.0,29.0,90.0,
Changsha,2020-11-01,69.0,23~127,good,49.0,61.0,0.847,8.0,35.0,75.0,
Changsha,2020-12-01,123.0,39~199,light pollution,92.0,79.0,1.042,9.0,45.0,46.0,
Changsha,2021-01-01,108.0,52~235,light pollution,74.0,80.0,0.981,8.0,49.0,53.0,
Changsha,2021-02-01,80.0,25~216,good,59.0,57.0,0.882,6.0,26.0,65.0,
Changsha,2021-03-01,61.0,24~115,good,37.0,42.0,0.839,8.0,32.0,57.0,
Changsha,2021-04-01,60.0,24~85,good,39.0,38.0,0.813,6.0,29.0,66.0,
Changsha,2021-05-01,57.0,33~122,good,28.0,42.0,0.768,7.0,24.0,92.0,
Changsha,2021-06-01,68.0,27~124,good,24.0,40.0,0.68,7.0,20.0,116.0,
Changsha,2021-07-01,61.0,28~120,good,19.0,35.0,0.587,7.0,16.0,110.0,
Changsha,2021-08-01,61.0,31~133,good,19.0,35.0,0.652,6.0,16.0,109.0,
Changsha,2021-09-01,87.0,43~135,good,28.0,49.0,0.7,7.0,21.0,143.0,
Changsha,2021-10-01,77.0,25~189,good,48.0,51.0,0.719,7.0,26.0,92.0,
Changsha,2021-11-01,83.0,30~201,good,56.0,70.0,0.77,8.0,39.0,78.0,
Changsha,2021-12-01,104.0,46~218,light pollution,76.0,65.0,0.916,8.0,46.0,61.0,
Changsha,2022-01-01,104.0,29~225,light pollution,78.0,72.0,1.0,6.0,36.0,41.0,
Changsha,2022-02-01,65.0,29~147,good,47.0,52.0,0.825,6.0,27.0,60.0,
Changsha,2022-03-01,58.0,20~110,good,37.0,52.0,0.668,7.0,29.0,83.0,
Changsha,2022-04-01,73.0,37~120,good,35.0,50.0,0.597,7.0,26.0,119.0,
Changsha,2022-05-01,67.0,32~119,good,37.0,42.0,0.613,5.0,24.0,104.0,
Changsha,2022-06-01,55.0,23~111,good,17.0,23.0,0.593,5.0,12.0,100.0,
Changsha,2022-07-01,55.0,26~100,good,16.0,21.0,0.471,5.0,12.0,102.0,
Changsha,2022-08-01,62.0,31~113,good,17.0,28.0,0.458,6.0,11.0,111.0,
Changsha,2022-09-01,103.0,43~139,light pollution,36.0,61.0,0.513,8.0,19.0,162.0,
Changsha,2022-10-01,39.0,15~68,excellent,15.0,27.0,0.418,7.0,16.0,64.0,
Changsha,2022-11-01,,,,,,,,,,
Changsha,2022-12-01,,,,,,,,,,
Guiyang,2014-01-01,123.0,53~190,light pollution,93.0,109.0,1.258,64.0,44.0,69.0,
Guiyang,2014-02-01,68.0,23~114,good,50.0,57.0,0.946,34.0,23.0,57.0,
Guiyang,2014-03-01,62.0,30~118,good,44.0,67.0,0.919,26.0,30.0,70.0,
Guiyang,2014-04-01,65.0,36~92,good,43.0,74.0,0.757,14.0,26.0,82.0,
Guiyang,2014-05-01,67.0,30~121,good,44.0,78.0,0.735,17.0,28.0,76.0,
Guiyang,2014-06-01,57.0,26~92,good,38.0,60.0,0.673,12.0,24.0,72.0,
Guiyang,2014-07-01,44.0,21~70,excellent,24.0,45.0,0.545,10.0,23.0,69.0,
Guiyang,2014-08-01,47.0,27~65,excellent,26.0,49.0,0.542,8.0,22.0,72.0,
Guiyang,2014-09-01,50.0,27~90,excellent,30.0,51.0,0.573,9.0,21.0,69.0,
Guiyang,2014-10-01,73.0,31~131,good,53.0,79.0,0.668,11.0,28.0,81.0,
Guiyang,2014-11-01,55.0,25~99,good,38.0,58.0,0.727,18.0,26.0,47.0,
Guiyang,2014-12-01,86.0,48~169,good,63.0,94.0,0.845,40.0,35.0,58.0,
Guiyang,2015-01-01,90.0,39~156,good,67.0,91.0,0.958,40.0,34.0,60.0,
Guiyang,2015-02-01,73.0,23~139,good,54.0,68.0,0.85,30.0,24.0,74.0,
Guiyang,2015-03-01,62.0,29~103,good,44.0,63.0,0.784,22.0,25.0,81.0,
Guiyang,2015-04-01,66.0,43~95,good,40.0,75.0,0.613,13.0,27.0,98.0,
Guiyang,2015-05-01,54.0,37~78,good,31.0,52.0,0.603,10.0,24.0,92.0,
Guiyang,2015-06-01,39.0,24~68,excellent,20.0,38.0,0.633,8.0,22.0,68.0,
Guiyang,2015-07-01,57.0,28~94,good,29.0,52.0,0.581,8.0,26.0,96.0,
Guiyang,2015-08-01,51.0,22~94,good,27.0,46.0,0.619,8.0,27.0,83.0,
Guiyang,2015-09-01,46.0,27~83,excellent,29.0,45.0,0.647,8.0,25.0,67.0,
Guiyang,2015-10-01,62.0,30~88,good,43.0,69.0,0.69,11.0,33.0,78.0,
Guiyang,2015-11-01,53.0,28~78,good,33.0,57.0,0.81,14.0,28.0,45.0,
Guiyang,2015-12-01,62.0,29~117,good,42.0,66.0,0.732,26.0,28.0,49.0,
Guiyang,2016-01-01,59.0,38~97,good,41.0,64.0,0.965,28.0,29.0,48.0,
Guiyang,2016-02-01,79.0,37~238,good,56.0,84.0,0.817,34.0,27.0,92.0,
Guiyang,2016-03-01,65.0,37~104,good,42.0,73.0,0.777,15.0,33.0,93.0,
Guiyang,2016-04-01,61.0,46~98,good,36.0,67.0,0.647,8.0,31.0,89.0,
Guiyang,2016-05-01,62.0,25~94,good,30.0,64.0,0.594,6.0,26.0,101.0,
Guiyang,2016-06-01,54.0,29~101,good,22.0,50.0,0.553,7.0,23.0,87.0,
Guiyang,2016-07-01,42.0,25~58,excellent,17.0,41.0,0.494,6.0,22.0,73.0,
Guiyang,2016-08-01,57.0,29~101,good,30.0,55.0,0.645,6.0,27.0,93.0,
Guiyang,2016-09-01,72.0,41~93,good,42.0,72.0,0.643,8.0,28.0,113.0,
Guiyang,2016-10-01,55.0,23~112,good,31.0,55.0,0.706,7.0,27.0,75.0,
Guiyang,2016-11-01,54.0,26~83,good,35.0,58.0,0.84,14.0,31.0,57.0,
Guiyang,2016-12-01,80.0,34~180,good,58.0,92.0,0.994,27.0,39.0,64.0,
Guiyang,2017-01-01,65.0,27~121,good,46.0,63.0,1.035,22.0,28.0,54.0,
Guiyang,2017-02-01,59.0,26~119,good,42.0,61.0,0.929,22.0,27.0,79.0,
Guiyang,2017-03-01,56.0,33~98,good,37.0,57.0,0.887,17.0,31.0,71.0,
Guiyang,2017-04-01,63.0,33~95,good,32.0,55.0,0.743,10.0,27.0,110.0,
Guiyang,2017-05-01,64.0,29~119,good,26.0,43.0,0.665,7.0,24.0,111.0,
Guiyang,2017-06-01,42.0,25~104,excellent,19.0,31.0,0.697,6.0,24.0,70.0,
Guiyang,2017-07-01,41.0,20~74,excellent,19.0,37.0,0.668,6.0,24.0,76.0,
Guiyang,2017-08-01,43.0,25~124,excellent,19.0,38.0,0.652,6.0,22.0,79.0,
Guiyang,2017-09-01,43.0,24~76,excellent,20.0,42.0,0.66,7.0,21.0,76.0,
Guiyang,2017-10-01,43.0,23~80,excellent,23.0,43.0,0.629,8.0,21.0,68.0,
Guiyang,2017-11-01,67.0,30~143,good,47.0,80.0,0.807,16.0,32.0,67.0,
Guiyang,2017-12-01,74.0,25~123,good,53.0,89.0,0.91,28.0,38.0,46.0,
Guiyang,2018-01-01,50.0,25~90,good,34.0,51.0,0.865,21.0,27.0,44.0,
Guiyang,2018-02-01,65.0,29~104,good,45.0,69.0,0.743,21.0,23.0,74.0,
Guiyang,2018-03-01,57.0,25~84,good,35.0,57.0,0.648,11.0,27.0,87.0,
Guiyang,2018-04-01,57.0,26~84,good,30.0,59.0,0.557,7.0,23.0,95.0,
Guiyang,2018-05-01,48.0,28~88,excellent,22.0,43.0,0.5,5.0,19.0,89.0,
Guiyang,2018-06-01,44.0,20~90,excellent,17.0,33.0,0.507,5.0,21.0,78.0,
Guiyang,2018-07-01,38.0,24~61,excellent,15.0,34.0,0.458,5.0,18.0,71.0,
Guiyang,2018-08-01,46.0,28~84,excellent,19.0,38.0,0.523,5.0,20.0,84.0,
Guiyang,2018-09-01,38.0,23~69,excellent,18.0,34.0,0.52,5.0,19.0,68.0,
Guiyang,2018-10-01,46.0,25~69,excellent,27.0,48.0,0.552,7.0,23.0,62.0,
Guiyang,2018-11-01,50.0,23~104,good,32.0,56.0,0.61,12.0,29.0,56.0,
Guiyang,2018-12-01,47.0,18~90,excellent,31.0,49.0,0.697,16.0,25.0,40.0,
Guiyang,2019-01-01,51.0,29~93,good,34.0,51.0,0.929,16.0,24.0,38.0,
Guiyang,2019-02-01,38.0,16~83,excellent,24.0,37.0,0.714,11.0,15.0,50.0,
Guiyang,2019-03-01,58.0,31~108,good,36.0,60.0,0.645,14.0,25.0,82.0,
Guiyang,2019-04-01,59.0,31~94,good,29.0,52.0,0.62,7.0,21.0,102.0,
Guiyang,2019-05-01,48.0,29~75,excellent,22.0,42.0,0.587,6.0,19.0,83.0,
Guiyang,2019-06-01,43.0,25~86,excellent,17.0,34.0,0.62,7.0,19.0,81.0,
Guiyang,2019-07-01,38.0,27~80,excellent,16.0,32.0,0.594,6.0,18.0,69.0,
Guiyang,2019-08-01,60.0,28~114,good,23.0,46.0,0.597,7.0,21.0,106.0,
Guiyang,2019-09-01,56.0,22~91,good,26.0,51.0,0.513,7.0,21.0,99.0,
Guiyang,2019-10-01,42.0,23~73,excellent,23.0,40.0,0.552,7.0,20.0,69.0,
Guiyang,2019-11-01,48.0,23~72,excellent,29.0,51.0,0.573,9.0,23.0,58.0,
Guiyang,2019-12-01,60.0,28~119,good,41.0,68.0,0.755,19.0,29.0,57.0,
Guiyang,2020-01-01,41.0,23~70,excellent,27.0,39.0,0.8,14.0,17.0,50.0,
Guiyang,2020-02-01,49.0,27~90,excellent,33.0,46.0,0.666,14.0,11.0,70.0,
Guiyang,2020-03-01,52.0,26~124,good,31.0,53.0,0.623,11.0,18.0,81.0,
Guiyang,2020-04-01,53.0,27~81,good,28.0,52.0,0.64,9.0,22.0,88.0,
Guiyang,2020-05-01,59.0,26~110,good,24.0,46.0,0.623,8.0,19.0,105.0,
Guiyang,2020-06-01,39.0,25~65,excellent,16.0,34.0,0.617,7.0,18.0,71.0,
Guiyang,2020-07-01,35.0,18~75,excellent,13.0,30.0,0.568,7.0,15.0,66.0,
Guiyang,2020-08-01,40.0,21~100,excellent,13.0,30.0,0.561,7.0,16.0,75.0,
Guiyang,2020-09-01,35.0,19~95,excellent,13.0,26.0,0.673,6.0,16.0,63.0,
Guiyang,2020-10-01,42.0,21~83,excellent,21.0,41.0,0.623,8.0,17.0,70.0,
Guiyang,2020-11-01,46.0,20~73,excellent,25.0,50.0,0.713,11.0,24.0,64.0,
Guiyang,2020-12-01,51.0,23~103,good,34.0,51.0,0.803,16.0,23.0,46.0,
Guiyang,2021-01-01,63.0,30~113,good,43.0,69.0,0.874,24.0,31.0,62.0,
Guiyang,2021-02-01,49.0,23~78,excellent,32.0,47.0,0.721,14.0,19.0,64.0,
Guiyang,2021-03-01,59.0,22~127,good,29.0,48.0,0.732,11.0,21.0,78.0,
Guiyang,2021-04-01,40.0,25~88,excellent,19.0,37.0,0.66,8.0,19.0,64.0,
Guiyang,2021-05-01,45.0,25~71,excellent,18.0,36.0,0.577,6.0,18.0,81.0,
Guiyang,2021-06-01,48.0,26~100,excellent,17.0,34.0,0.537,6.0,21.0,85.0,
Guiyang,2021-07-01,44.0,26~90,excellent,14.0,31.0,0.477,6.0,17.0,83.0,
Guiyang,2021-08-01,43.0,19~94,excellent,14.0,31.0,0.519,5.0,16.0,78.0,
Guiyang,2021-09-01,42.0,23~71,excellent,13.0,31.0,0.493,6.0,16.0,82.0,
Guiyang,2021-10-01,38.0,19~63,excellent,16.0,30.0,0.5,6.0,15.0,68.0,
Guiyang,2021-11-01,44.0,24~63,excellent,26.0,45.0,0.56,11.0,24.0,56.0,
Guiyang,2021-12-01,53.0,17~95,good,36.0,57.0,0.684,14.0,27.0,65.0,
Guiyang,2022-01-01,37.0,19~68,excellent,24.0,35.0,0.777,10.0,20.0,40.0,
Guiyang,2022-02-01,37.0,17~90,excellent,23.0,33.0,0.518,10.0,14.0,59.0,
Guiyang,2022-03-01,51.0,20~93,good,29.0,47.0,0.474,7.0,18.0,81.0,
Guiyang,2022-04-01,48.0,24~70,excellent,21.0,37.0,0.47,6.0,17.0,91.0,
Guiyang,2022-05-01,39.0,19~82,excellent,14.0,25.0,0.513,5.0,16.0,74.0,
Guiyang,2022-06-01,36.0,22~70,excellent,14.0,28.0,0.55,5.0,16.0,70.0,
Guiyang,2022-07-01,41.0,23~84,excellent,11.0,22.0,0.481,4.0,13.0,79.0,
Guiyang,2022-08-01,38.0,27~52,excellent,10.0,22.0,0.41,4.0,11.0,75.0,
Guiyang,2022-09-01,50.0,27~93,good,23.0,34.0,0.443,5.0,8.0,90.0,
Guiyang,2022-10-01,26.0,17~37,excellent,8.0,18.0,0.4,4.0,10.0,51.0,
Guiyang,2022-11-01,,,,,,,,,,
Guiyang,2022-12-01,,,,,,,,,,
Chengdu,2014-01-01,222.0,74~462,heavy pollution,179.0,256.0,1.587,32.0,73.0,50.0,
Chengdu,2014-02-01,149.0,43~234,light pollution,113.0,150.0,1.421,25.0,49.0,54.0,
Chengdu,2014-03-01,114.0,40~211,light pollution,84.0,137.0,1.297,24.0,64.0,77.0,
Chengdu,2014-04-01,90.0,43~160,good,60.0,100.0,1.037,16.0,51.0,110.0,
Chengdu,2014-05-01,110.0,60~185,light pollution,76.0,131.0,0.819,15.0,52.0,136.0,
Chengdu,2014-06-01,74.0,36~166,good,44.0,72.0,0.863,13.0,46.0,110.0,
Chengdu,2014-07-01,75.0,27~122,good,40.0,71.0,0.868,13.0,47.0,122.0,
Chengdu,2014-08-01,69.0,28~108,good,38.0,64.0,0.916,12.0,44.0,110.0,
Chengdu,2014-09-01,62.0,31~114,good,40.0,68.0,0.96,14.0,46.0,74.0,
Chengdu,2014-10-01,88.0,37~219,good,64.0,104.0,1.11,16.0,52.0,66.0,
Chengdu,2014-11-01,76.0,41~132,good,53.0,96.0,1.067,15.0,49.0,41.0,
Chengdu,2014-12-01,117.0,55~230,light pollution,84.0,156.0,1.21,23.0,57.0,40.0,
Chengdu,2015-01-01,165.0,43~259,moderately pollution,126.0,195.0,1.584,20.0,61.0,34.0,
Chengdu,2015-02-01,115.0,43~221,light pollution,86.0,126.0,1.346,15.0,45.0,67.0,
Chengdu,2015-03-01,94.0,58~146,good,68.0,114.0,1.126,15.0,51.0,93.0,
Chengdu,2015-04-01,88.0,43~148,good,54.0,101.0,0.887,15.0,49.0,135.0,
Chengdu,2015-05-01,107.0,60~176,light pollution,49.0,98.0,0.81,13.0,44.0,163.0,
Chengdu,2015-06-01,87.0,36~170,good,38.0,70.0,0.823,14.0,38.0,133.0,
Chengdu,2015-07-01,106.0,37~153,light pollution,45.0,82.0,0.939,15.0,48.0,161.0,
Chengdu,2015-08-01,85.0,39~159,good,44.0,78.0,1.032,14.0,52.0,125.0,
Chengdu,2015-09-01,64.0,38~120,good,35.0,60.0,1.03,13.0,47.0,77.0,
Chengdu,2015-10-01,91.0,40~168,good,63.0,109.0,1.052,17.0,59.0,83.0,
Chengdu,2015-11-01,74.0,40~123,good,50.0,84.0,1.117,16.0,48.0,32.0,
Chengdu,2015-12-01,120.0,48~304,light pollution,90.0,143.0,1.423,18.0,65.0,32.0,
Chengdu,2016-01-01,110.0,50~214,light pollution,81.0,127.0,1.355,17.0,57.0,49.0,
Chengdu,2016-02-01,97.0,52~188,good,67.0,111.0,1.362,14.0,53.0,84.0,
Chengdu,2016-03-01,105.0,45~176,light pollution,75.0,131.0,1.432,18.0,67.0,87.0,
Chengdu,2016-04-01,94.0,49~209,good,65.0,104.0,1.027,14.0,57.0,103.0,
Chengdu,2016-05-01,92.0,40~189,good,57.0,97.0,0.955,13.0,49.0,134.0,
Chengdu,2016-06-01,95.0,51~150,good,44.0,76.0,0.94,12.0,45.0,147.0,
Chengdu,2016-07-01,85.0,44~202,good,30.0,51.0,0.89,13.0,40.0,133.0,
Chengdu,2016-08-01,105.0,50~206,light pollution,41.0,68.0,1.01,14.0,47.0,161.0,
Chengdu,2016-09-01,80.0,47~120,good,45.0,69.0,1.02,13.0,49.0,106.0,
Chengdu,2016-10-01,75.0,40~126,good,47.0,81.0,1.068,13.0,48.0,65.0,
Chengdu,2016-11-01,117.0,48~244,light pollution,86.0,150.0,1.32,16.0,62.0,45.0,
Chengdu,2016-12-01,154.0,53~252,moderately pollution,117.0,193.0,1.581,18.0,69.0,32.0,
Chengdu,2017-01-01,173.0,42~375,moderately pollution,136.0,204.0,1.613,17.0,69.0,43.0,
Chengdu,2017-02-01,110.0,38~213,light pollution,82.0,119.0,1.164,14.0,56.0,58.0,
Chengdu,2017-03-01,77.0,47~122,good,49.0,81.0,0.945,12.0,58.0,75.0,
Chengdu,2017-04-01,80.0,38~133,good,33.0,67.0,0.85,14.0,55.0,115.0,
Chengdu,2017-05-01,97.0,41~145,good,43.0,73.0,0.742,10.0,51.0,146.0,
Chengdu,2017-06-01,82.0,41~130,good,43.0,71.0,0.853,10.0,48.0,125.0,
Chengdu,2017-07-01,119.0,40~206,light pollution,28.0,53.0,0.835,8.0,44.0,179.0,
Chengdu,2017-08-01,81.0,28~142,good,20.0,37.0,0.816,8.0,34.0,133.0,
Chengdu,2017-09-01,67.0,40~138,good,30.0,52.0,0.84,10.0,42.0,96.0,
Chengdu,2017-10-01,63.0,28~108,good,37.0,60.0,0.823,9.0,46.0,54.0,
Chengdu,2017-11-01,95.0,45~170,good,69.0,102.0,0.99,11.0,57.0,52.0,
Chengdu,2017-12-01,144.0,68~242,light pollution,93.0,130.0,1.39,12.0,71.0,30.0,
Chengdu,2018-01-01,108.0,34~251,light pollution,80.0,117.0,1.106,10.0,57.0,50.0,
Chengdu,2018-02-01,87.0,0~206,good,64.0,89.0,0.943,8.0,43.0,77.0,
Chengdu,2018-03-01,84.0,37~145,good,58.0,94.0,0.939,10.0,56.0,95.0,
Chengdu,2018-04-01,84.0,37~139,good,45.0,88.0,0.787,10.0,50.0,126.0,
Chengdu,2018-05-01,78.0,0~182,good,33.0,61.0,0.69,9.0,44.0,129.0,
Chengdu,2018-06-01,69.0,33~147,good,25.0,40.0,0.717,9.0,35.0,113.0,
Chengdu,2018-07-01,66.0,29~143,good,20.0,33.0,0.735,7.0,31.0,112.0,
Chengdu,2018-08-01,87.0,33~142,good,31.0,52.0,0.81,8.0,39.0,139.0,
Chengdu,2018-09-01,54.0,27~127,good,22.0,37.0,0.76,8.0,32.0,84.0,
Chengdu,2018-10-01,65.0,35~142,good,42.0,64.0,0.771,8.0,45.0,57.0,
Chengdu,2018-11-01,80.0,32~143,good,57.0,86.0,0.83,8.0,49.0,44.0,
Chengdu,2018-12-01,82.0,0~205,good,58.0,89.0,0.948,7.0,48.0,27.0,
Chengdu,2019-01-01,105.0,68~152,light pollution,78.0,115.0,1.123,8.0,55.0,43.0,
Chengdu,2019-02-01,77.0,36~137,good,56.0,81.0,0.932,6.0,38.0,57.0,
Chengdu,2019-03-01,70.0,44~102,good,44.0,78.0,0.797,7.0,51.0,78.0,
Chengdu,2019-04-01,80.0,42~155,good,40.0,70.0,0.817,8.0,44.0,120.0,
Chengdu,2019-05-01,67.0,30~125,good,33.0,57.0,0.771,6.0,36.0,112.0,
Chengdu,2019-06-01,77.0,35~171,good,24.0,42.0,0.743,6.0,31.0,126.0,
Chengdu,2019-07-01,66.0,33~156,good,21.0,38.0,0.774,5.0,37.0,108.0,
Chengdu,2019-08-01,94.0,34~185,good,28.0,51.0,0.79,6.0,39.0,146.0,
Chengdu,2019-09-01,54.0,34~103,good,30.0,50.0,0.807,6.0,38.0,76.0,
Chengdu,2019-10-01,55.0,32~97,good,31.0,49.0,0.697,6.0,40.0,57.0,
Chengdu,2019-11-01,69.0,33~112,good,47.0,75.0,0.697,7.0,41.0,39.0,
Chengdu,2019-12-01,106.0,51~183,light pollution,78.0,109.0,0.955,8.0,53.0,35.0,
Chengdu,2020-01-01,93.0,53~156,good,69.0,87.0,0.994,7.0,42.0,47.0,
Chengdu,2020-02-01,75.0,38~138,good,52.0,69.0,0.707,6.0,22.0,77.0,
Chengdu,2020-03-01,67.0,29~102,good,40.0,74.0,0.635,8.0,39.0,87.0,
Chengdu,2020-04-01,74.0,25~124,good,39.0,67.0,0.653,6.0,43.0,109.0,
Chengdu,2020-05-01,102.0,36~181,light pollution,41.0,74.0,0.59,6.0,40.0,151.0,
Chengdu,2020-06-01,92.0,39~175,good,29.0,50.0,0.663,5.0,32.0,145.0,
Chengdu,2020-07-01,69.0,27~154,good,21.0,37.0,0.674,5.0,28.0,115.0,
Chengdu,2020-08-01,73.0,24~142,good,24.0,38.0,0.655,5.0,29.0,121.0,
Chengdu,2020-09-01,52.0,29~91,good,24.0,41.0,0.683,6.0,33.0,85.0,
Chengdu,2020-10-01,52.0,26~124,good,30.0,49.0,0.69,5.0,35.0,47.0,
Chengdu,2020-11-01,81.0,28~137,good,57.0,89.0,0.79,8.0,51.0,47.0,
Chengdu,2020-12-01,87.0,30~237,good,64.0,92.0,0.858,6.0,46.0,28.0,
Chengdu,2021-01-01,101.0,58~158,light pollution,75.0,109.0,0.913,6.0,51.0,52.0,
Chengdu,2021-02-01,84.0,25~193,good,61.0,83.0,0.782,6.0,37.0,87.0,
Chengdu,2021-03-01,78.0,41~137,good,37.0,54.0,0.79,6.0,44.0,81.0,
Chengdu,2021-04-01,58.0,34~141,good,29.0,49.0,0.673,6.0,31.0,89.0,
Chengdu,2021-05-01,77.0,39~148,good,38.0,60.0,0.658,7.0,33.0,118.0,
Chengdu,2021-06-01,76.0,25~163,good,32.0,52.0,0.677,6.0,37.0,123.0,
Chengdu,2021-07-01,82.0,31~162,good,22.0,36.0,0.59,5.0,26.0,135.0,
Chengdu,2021-08-01,71.0,25~171,good,18.0,31.0,0.623,5.0,24.0,121.0,
Chengdu,2021-09-01,56.0,27~101,good,19.0,31.0,0.61,5.0,23.0,101.0,
Chengdu,2021-10-01,44.0,28~79,excellent,24.0,38.0,0.587,4.0,30.0,51.0,
Chengdu,2021-11-01,74.0,40~186,good,50.0,77.0,0.637,6.0,39.0,43.0,
Chengdu,2021-12-01,90.0,35~208,good,65.0,91.0,0.839,6.0,48.0,41.0,
Chengdu,2022-01-01,91.0,27~158,good,67.0,86.0,0.935,5.0,40.0,45.0,
Chengdu,2022-02-01,61.0,29~148,good,43.0,54.0,0.732,5.0,27.0,63.0,
Chengdu,2022-03-01,75.0,34~125,good,48.0,80.0,0.684,6.0,41.0,108.0,
Chengdu,2022-04-01,70.0,33~120,good,32.0,51.0,0.56,5.0,30.0,116.0,
Chengdu,2022-05-01,75.0,31~151,good,30.0,47.0,0.584,5.0,29.0,123.0,
Chengdu,2022-06-01,79.0,39~121,good,29.0,46.0,0.613,5.0,25.0,131.0,
Chengdu,2022-07-01,107.0,44~170,light pollution,25.0,40.0,0.577,4.0,22.0,165.0,
Chengdu,2022-08-01,103.0,35~151,light pollution,24.0,37.0,0.587,4.0,22.0,161.0,
Chengdu,2022-09-01,51.0,25~100,good,24.0,36.0,0.597,4.0,18.0,91.0,
Chengdu,2022-10-01,44.0,20~75,excellent,23.0,43.0,0.5,3.0,23.0,59.0,
Chengdu,2022-11-01,,,,,,,,,,
Chengdu,2022-12-01,,,,,,,,,,
Guangzhou,2014-01-01,120.0,59~207,light pollution,90.0,117.0,1.371,22.0,74.0,91.0,
Guangzhou,2014-02-01,63.0,12~145,good,46.0,61.0,0.971,12.0,44.0,59.0,
Guangzhou,2014-03-01,77.0,28~172,good,55.0,79.0,1.129,17.0,57.0,62.0,
Guangzhou,2014-04-01,69.0,48~108,good,49.0,69.0,0.967,19.0,54.0,79.0,
Guangzhou,2014-05-01,52.0,33~102,good,33.0,49.0,0.961,16.0,43.0,66.0,
Guangzhou,2014-06-01,71.0,34~142,good,34.0,53.0,0.887,15.0,38.0,109.0,
Guangzhou,2014-07-01,84.0,29~191,good,35.0,55.0,0.755,16.0,35.0,133.0,
Guangzhou,2014-08-01,76.0,26~186,good,31.0,49.0,0.777,15.0,34.0,123.0,
Guangzhou,2014-09-01,75.0,23~148,good,36.0,56.0,0.843,16.0,35.0,124.0,
Guangzhou,2014-10-01,96.0,52~139,good,59.0,85.0,0.945,17.0,49.0,148.0,
Guangzhou,2014-11-01,70.0,15~125,good,50.0,67.0,1.08,16.0,48.0,83.0,
Guangzhou,2014-12-01,76.0,28~142,good,55.0,82.0,1.232,19.0,41.0,60.0,
Guangzhou,2015-01-01,81.0,22~176,good,60.0,85.0,1.261,20.0,65.0,70.0,
Guangzhou,2015-02-01,75.0,28~147,good,55.0,75.0,1.079,12.0,49.0,67.0,
Guangzhou,2015-03-01,49.0,17~90,excellent,33.0,49.0,1.023,10.0,45.0,39.0,
Guangzhou,2015-04-01,71.0,21~170,good,38.0,60.0,1.04,14.0,45.0,99.0,
Guangzhou,2015-05-01,47.0,28~99,excellent,27.0,42.0,0.845,12.0,42.0,72.0,
Guangzhou,2015-06-01,52.0,28~89,good,21.0,36.0,0.74,11.0,31.0,94.0,
Guangzhou,2015-07-01,65.0,38~159,good,28.0,45.0,0.81,9.0,32.0,104.0,
Guangzhou,2015-08-01,89.0,49~200,good,39.0,60.0,0.884,13.0,39.0,131.0,
Guangzhou,2015-09-01,80.0,45~157,good,42.0,65.0,0.9,11.0,44.0,117.0,
Guangzhou,2015-10-01,71.0,30~131,good,45.0,77.0,0.919,12.0,53.0,95.0,
Guangzhou,2015-11-01,65.0,33~95,good,38.0,67.0,1.013,14.0,50.0,66.0,
Guangzhou,2015-12-01,69.0,33~166,good,41.0,64.0,1.09,12.0,50.0,39.0,
Guangzhou,2016-01-01,65.0,29~153,good,35.0,54.0,1.097,9.0,49.0,37.0,
Guangzhou,2016-02-01,58.0,30~130,good,36.0,53.0,0.866,9.0,40.0,62.0,
